p_id,category_name,p_source_id,title,price,brand,rating,reviews_quantity,cpu,cpu_rate,hertz,cores,gpu,gpu_rate,ram,ram_type,ssd,drive_size,url
4344,notebooks,1307335,HP Pavilion Gaming 15-DK0027UR 7QE63EA черный,385900,HP,10,1,intel core i5 9300h,68,2400,4,intel uhd graphics 630 + nvidia geforce gtx 1050,54,8,DDR4,false,1000,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-dk0027ur-7qe63ea-chernyi-1307335/?c=750000000
4350,notebooks,100036058,HP 15-bs149ur черный,153900,HP,2,1,intel pentium gold 4417u,54,2300,2,intel hd graphics 610,18,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-15-bs149ur-chernyi-100036058/?c=750000000
4353,notebooks,1307401,ASUS X543MA-DM486T 90NB0IR6-M07900 серебристый,114990,ASUS,8,18,intel celeron n4000,22,1100,2,intel uhd graphics 600,18,4,DDR4,false,500,https://kaspi.kz/shop/p/asus-x543ma-dm486t-90nb0ir6-m07900-serebristyi-1307401/?c=750000000
4368,notebooks,100172024,Lenovo Ideapad S130 81J200ESRK серебристый,114990,Lenovo,2,0,intel celeron n4000,22,1100,2,intel hd graphics 600,18,4,,true,64,https://kaspi.kz/shop/p/lenovo-ideapad-s130-81j200esrk-serebristyi-100172024/?c=750000000
4376,notebooks,100123713,Acer Aspire 3 A315-55 NX.HEHER.01H черный,249990,Acer,10,4,intel core i3-7020u,59,,,nvidia geforce mx 130,42,8,DDR4,false,1000,https://kaspi.kz/shop/p/acer-aspire-3-a315-55-nx-heher-01h-chernyi-100123713/?c=750000000
4380,notebooks,100105373,Lenovo IdeaPad S145-15IKB 81VD001DRK черный,184990,Lenovo,9,3,intel core i3-7020u,59,2300,2,nvidia geforce mx110 2gb,41,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15ikb-81vd001drk-chernyi-100105373/?c=750000000
4386,notebooks,1306659,HP 250 G6 3VJ21EA черный,156587,HP,10,1,intel pentium n5000,45,1100,4,intel uhd graphics 605,18.5,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-250-g6-3vj21ea-chernyi-1306659/?c=750000000
4390,notebooks,1307533,Lenovo IdeaPad S145-15IKB 81VD001GRK черный,202900,Lenovo,8,1,intel core i3 7020u,59,2300,,nvidia geforce mx110,41,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15ikb-81vd001grk-chernyi-1307533/?c=750000000
4391,notebooks,100065958,Lenovo Ideapad S145 81UT003RRK Черный,129900,Lenovo,10,1,amd athlon 300u,69,2400,2,amd radeon vega 3,18,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-s145-81ut003rrk-chernyi-100065958/?c=750000000
4402,notebooks,1307322,HP Europe 15-DB1056UR 7JX40EA черный,170900,HP,8,7,amd ryzen 3 3200u,68,2600,2,amd radeon vega 3,18,4,DDR4,false,1000,https://kaspi.kz/shop/p/hp-europe-15-db1056ur-7jx40ea-chernyi-1307322/?c=750000000
4416,notebooks,1306413,Acer Aspire E5-576G NX.GSBEY.002 черный,298158,Acer,9,8,intel core i5 8250u,60,1600,4,nvidia geforce mx150,47,8,DDR3L,false,1000,https://kaspi.kz/shop/p/acer-aspire-e5-576g-nx-gsbey-002-chernyi-1306413/?c=750000000
4427,notebooks,1307554,Lenovo Ideapad 330-17AST 81D7006SRK серый,123900,Lenovo,9,5,amd a6 9225,47,,,amd radeon r4,19,,,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-330-17ast-81d7006srk-seryi-1307554/?c=750000000
4431,notebooks,1307258,HP 15-db1087ur 7PX99EA черный,182900,HP,10,1,amd ryzen 3 3200u,68,2600,2,amd radeon vega 3,18,4,DDR4,false,1000,https://kaspi.kz/shop/p/hp-15-db1087ur-7px99ea-chernyi-1307258/?c=750000000
4439,notebooks,1307572,Acer A315-41-R9SC NX.GY9ER.029 черный,179290,Acer,9,3,ryzen 3 2200u,63,2500,2,amd radeon vega 3,18,4,DDR4,false,1000,https://kaspi.kz/shop/p/acer-a315-41-r9sc-nx-gy9er-029-chernyi-1307572/?c=750000000
4441,notebooks,1307552,Acer Aspire A315-55KG-319V NX.HEHER.010 черный,234089,Acer,8,3,intel core i3 7020u,59,,,nvidia geforce mx130,42,4,DDR4,false,1000,https://kaspi.kz/shop/p/acer-aspire-a315-55kg-319v-nx-heher-010-chernyi-1307552/?c=750000000
4448,notebooks,1306761,HP 15-rb035ur 4US56EA черный,146159,HP,9,2,amd a6 9220,40,2500,,amd radeon r4,19,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-15-rb035ur-4us56ea-chernyi-1306761/?c=750000000
4451,notebooks,1306747,Acer Aspire 3 A315-53G-33WX NX.H9JER.001 черный,159890,Acer,9,5,intel core i3 7020u,59,2300,2,nvidia geforce mx130 + intel hd graphics 620,42,4,DDR4,false,1000,https://kaspi.kz/shop/p/acer-aspire-3-a315-53g-33wx-nx-h9jer-001-chernyi-1306747/?c=750000000
4452,notebooks,100052147,HP 15-bc542ur черный,384900,HP,10,1,intel core i5 9300h,68,2400,4,nvidia geforce gtx 1650,68,8,DDR4,true,1256,https://kaspi.kz/shop/p/hp-15-bc542ur-chernyi-100052147/?c=750000000
4466,notebooks,1307331,HP Europe 15-DB1093UR 7RY93EA черный,232900,HP,10,7,amd ryzen 5 3500u,70,2100,4,amd radeon vega 8,40,4,DDR4,false,1000,https://kaspi.kz/shop/p/hp-europe-15-db1093ur-7ry93ea-chernyi-1307331/?c=750000000
4469,notebooks,1307005,Lenovo IdeaPad L340-15API 81LW0029RK черный,149900,Lenovo,7,3,amd ryzen 3 3200u,68,2600,2,amd radeon vega 3,18,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-l340-15api-81lw0029rk-chernyi-1307005/?c=750000000
4470,notebooks,100104307,Lenovo Legion Y7000 81NS001URK черный,519900,Lenovo,10,1,intel core i5 9300h,68,2400,4,nvidia geforce rtx 2060,79,8,DDR4,true,1128,https://kaspi.kz/shop/p/lenovo-legion-y7000-81ns001urk-chernyi-100104307/?c=750000000
4493,notebooks,1307139,HP Europe Omen 15-DC1047UR 7QE15EA черный,477900,HP,10,2,intel core i5 9300h,68,2400,4,nvidia geforce gtx 1650 + intel uhd graphics 630,68,8,,true,1256,https://kaspi.kz/shop/p/hp-europe-omen-15-dc1047ur-7qe15ea-chernyi-1307139/?c=750000000
4514,notebooks,1307306,HP Pavilion Gaming 15-dk0025ur 7PY74EA черный,488900,HP,10,3,intel core i5 9300h,68,2400,6,nvidia geforce gtx 1650 + intel uhd 630,68,6,DDR4,true,1256,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-dk0025ur-7py74ea-chernyi-1307306/?c=750000000
4518,notebooks,100123730,ASUS X509UB-EJ028 90NB0ND2-M00870 серый,199990,ASUS,10,0,intel core i3 7020u,59,2300,2,nvidia geforce mx110 2gb,41,4,DDR4,false,1000,https://kaspi.kz/shop/p/asus-x509ub-ej028-90nb0nd2-m00870-seryi-100123730/?c=750000000
4522,notebooks,1307398,HP 15-db1048ur 7KE99EA черный,232900,HP,10,6,amd ryzen 5 3500u,70,2100,4,amd radeon vega 8,40,4,DDR4,true,256,https://kaspi.kz/shop/p/hp-15-db1048ur-7ke99ea-chernyi-1307398/?c=750000000
4530,notebooks,100170375,Lenovo V330-14IKB 81B0008JUA серый,241900,Lenovo,0,0,core i5 8250u,60,1600,4,intel uhd graphics 620,20,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-v330-14ikb-81b0008jua-seryi-100170375/?c=750000000
4531,notebooks,1307169,HP 15-dc1053ur 7QA62EA#ACB черный,379990,HP,9,2,intel core i5 9300h,68,2400,4,intel uhd graphics 630 + nvidia geforce gtx 1650,68,8,DDR4,false,1000,https://kaspi.kz/shop/p/hp-15-dc1053ur-7qa62ea-acb-chernyi-1307169/?c=750000000
4535,notebooks,100008382,Acer Swift 3 SF314-41G-R2WN NX.HFGER.003 серебристый,215290,Acer,0,0,athlon 300u,69,2400,2,amd radeon vega 3 + radeon 540x,48,4,DDR4,true,128,https://kaspi.kz/shop/p/acer-swift-3-sf314-41g-r2wn-nx-hfger-003-serebristyi-100008382/?c=750000000
4553,notebooks,1307239,HP Europe 15-DB1088UR 7PV63EA черный,216900,HP,10,2,amd ryzen 3 3200u,68,2600,2,amd radeon 530,35,4,DDR4,true,1128,https://kaspi.kz/shop/p/hp-europe-15-db1088ur-7pv63ea-chernyi-1307239/?c=750000000
4554,notebooks,1307132,Lenovo Legion Y540 81T3001RRK черный,449900,Lenovo,10,4,intel core i5 9300h,68,2400,4,nvidia geforce gtx 1650 + intel uhd graphics 630,68,8,DDR4,true,1128,https://kaspi.kz/shop/p/lenovo-legion-y540-81t3001rrk-chernyi-1307132/?c=750000000
4566,notebooks,100070656,Acer A315-55KG NX.HEHER.010 черный,234389,Acer,10,1,intel core i3 7020u,59,2300,2,nvidia geforce mx130,42,4,DDR4,false,1000,https://kaspi.kz/shop/p/acer-a315-55kg-nx-heher-010-chernyi-100070656/?c=750000000
4606,notebooks,100142774,DELL XPS 13 7390-2169 серебристый,779900,DELL,10,1,core i7 10510u,78,1800,4,intel uhd graphics,15,6,LPDDR4x,true,1024,https://kaspi.kz/shop/p/dell-xps-13-7390-2169-serebristyi-100142774/?c=750000000
4611,notebooks,100074699,Lenovo IdeaPad 330-15IKB 81DE02S3RK черный,171989,Lenovo,0,0,intel core i3 7020u,59,2300,2,intel hd 620,19,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-330-15ikb-81de02s3rk-chernyi-100074699/?c=750000000
4612,notebooks,100116248,HP OMEN 15-dc1048ur черный,451900,HP,0,0,intel core i5 9300h,68,2400,4,nvidia geforce gtx 1650,68,8,DDR4,false,1000,https://kaspi.kz/shop/p/hp-omen-15-dc1048ur-chernyi-100116248/?c=750000000
4619,notebooks,100195707,ASUS X540UB-DM538 90NB0IM1-M17980 черный-золотистый,194150,ASUS,0,0,intel core i3 7020u,59,2300,2,nvidia geforce mx110 + intel hd graphics 620,41,4,DDR4,false,1000,https://kaspi.kz/shop/p/asus-x540ub-dm538-90nb0im1-m17980-chernyi-zolotistyi-100195707/?c=750000000
4638,notebooks,1305835,DELL Inspiron G3-3579 G315-7053 черный,347700,DELL,10,0,intel core i5 8300h,77,2300,4,nvidia geforce gtx 1050 + intel uhd graphics 630,54,8,DDR4,false,1000,https://kaspi.kz/shop/p/dell-inspiron-g3-3579-g315-7053-chernyi-1305835/?c=750000000
4670,notebooks,1307519,Acer Aspire A715-74G NH.Q5TER.003 черный,539900,Acer,10,1,intel core i7 9750h,93,2600,6,nvidia geforce gtx 1650 + intel hd graphics 630,68,6,DDR4,false,1000,https://kaspi.kz/shop/p/acer-aspire-a715-74g-nh-q5ter-003-chernyi-1307519/?c=750000000
4674,notebooks,100185142,Dell INSPIRON 5593 (5593-1988) синий,422900,DELL,0,0,intel core i7 1065g7,78,1300,4,nvidia geforce mx230,49,8,DDR4,true,256,https://kaspi.kz/shop/p/dell-inspiron-5593-5593-1988-sinii-100185142/?c=750000000
4679,notebooks,100089533,Lenovo Yoga C940-14IIL 81Q90078RK серый,592900,Lenovo,0,0,intel core i5 1035g4,76,1100,4,intel iris plus,21,8,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-yoga-c940-14iil-81q90078rk-seryi-100089533/?c=750000000
4701,notebooks,100035248,HP Europe 240 G7 6EC23EA черный,159970,HP,0,0,intel core i3-7020u,59,,,intel hd graphics 620,20,4,DDR4,false,1000,https://kaspi.kz/shop/p/hp-europe-240-g7-6ec23ea-chernyi-100035248/?c=750000000
4707,notebooks,100085434,HP Spectre x360 13-aw0004ur 8KN53EA синий,591899,HP,10,2,intel core i5 1035g4,76,1100,4,intel iris plus graphics,21,8,DDR4,true,512,https://kaspi.kz/shop/p/hp-spectre-x360-13-aw0004ur-8kn53ea-sinii-100085434/?c=750000000
4709,notebooks,100132191,Lenovo IdeaPad S340-14API 81UV0015RK черный,139790,Lenovo,0,0,amd athlon 300u,69,2400,2,amd radeon vega 3,18,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-s340-14api-81uv0015rk-chernyi-100132191/?c=750000000
4712,notebooks,1306708,DELL Inspiron G5-5587 G515-7299 черный,375900,DELL,0,0,intel core i5 8300h,77,2300,4,nvidia geforce gtx 1050 + intel hd graphics 630,54,8,DDR4,false,1000,https://kaspi.kz/shop/p/dell-inspiron-g5-5587-g515-7299-chernyi-1306708/?c=750000000
4722,notebooks,100195638,DELL Inspiron 5593-8717 серебристый,274300,DELL,0,0,intel core i5 1035g1,78,1000,4,intel uhd graphics,15,4,DDR4,true,256,https://kaspi.kz/shop/p/dell-inspiron-5593-8717-serebristyi-100195638/?c=750000000
4723,notebooks,1305495,DELL Vostro 5471-7406 серебристый-черный,272500,DELL,0,0,intel core i5 8250u,60,1600,4,uhd graphics 620,20,4,DDR4,false,1000,https://kaspi.kz/shop/p/dell-vostro-5471-7406-serebristyi-chernyi-1305495/?c=750000000
4731,notebooks,1306183,Acer Aspire 3 A315-41G NX.GYBER.029 черный,179190,Acer,10,17,amd ryzen 3 2200u,63,2500,2,amd radeon 530x,35,4,DDR4,false,1000,https://kaspi.kz/shop/p/acer-aspire-3-a315-41g-nx-gyber-029-chernyi-1306183/?c=750000000
4757,notebooks,1306547,DELL Inspiron 5370-5409 серебристый,244300,DELL,10,2,intel core i3 8130u,59,2200,2,intel hd graphics 620,20,,DDR4,true,128,https://kaspi.kz/shop/p/dell-inspiron-5370-5409-serebristyi-1306547/?c=750000000
4759,notebooks,100063382,HP Envy 15-ds0004ur черный,361900,HP,10,0,amd ryzen 3 3300u,69,2100,4,amd radeon vega 3,18,8,DDR4,true,128,https://kaspi.kz/shop/p/hp-envy-15-ds0004ur-chernyi-100063382/?c=750000000
4783,notebooks,100074746,ASUS Zenbook S UX392FA 90NB0KY1-M00530 серебристый,649900,ASUS,0,0,intel core i5 8265u,66,1600,4,intel hd graphics 620,20,8,DDR3,true,512,https://kaspi.kz/shop/p/asus-zenbook-s-ux392fa-90nb0ky1-m00530-serebristyi-100074746/?c=750000000
4791,notebooks,100065967,ASUS Zenbook UX431FL 90NB0PE1-M00370 Серебристый,419900,ASUS,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,LPDDR3,true,256,https://kaspi.kz/shop/p/asus-zenbook-ux431fl-90nb0pe1-m00370-serebristyi-100065967/?c=750000000
4792,notebooks,100068244,Xiaomi Mi Gaming JYU4145CN Черный,729900,Xiaomi,0,0,intel core i7 9750h,93,2800,6,nvidia geforce gtx 1050 ti + intel uhd graphics 630,54,8,LPDDR4,true,256,https://kaspi.kz/shop/p/xiaomi-mi-gaming-jyu4145cn-chernyi-100068244/?c=750000000
4793,notebooks,100129630,ASUS ZenBook 14 UM433DA-A5027T 90NB0PD6-M00630 серебристый,309900,ASUS,10,2,amd ryzen 5 3500u,70,2100,4,amd radeon vega 8,40,8,DDR4,true,256,https://kaspi.kz/shop/p/asus-zenbook-14-um433da-a5027t-90nb0pd6-m00630-serebristyi-100129630/?c=750000000
4837,notebooks,1306527,DELL Inspiron G5-5587 210-AOVT_G515-7299 черный,433633,DELL,10,1,intel core i5 8300h,77,2300,4,nvidia geforce gtx 1050 + intel hd graphics 630,54,8,DDR4,true,1008,https://kaspi.kz/shop/p/dell-inspiron-g5-5587-210-aovt-g515-7299-chernyi-1306527/?c=750000000
4841,notebooks,100013558,HP 15-rb081ur черный,115900,HP,9,6,amd a6 9220 2500 мгц,40,2500,2,amd radeon r4,19,4,DDR4,true,256,https://kaspi.kz/shop/p/hp-15-rb081ur-chernyi-100013558/?c=750000000
4871,notebooks,1306148,DELL Inspiron G5-5587 G515-7312 черный,422900,DELL,10,1,intel core i5 8300h,77,2300,4,nvidia geforce gtx 1050 + intel hd graphics 630,54,8,DDR4,false,1000,https://kaspi.kz/shop/p/dell-inspiron-g5-5587-g515-7312-chernyi-1306148/?c=750000000
4873,notebooks,100106155,Lenovo IdeaPad 330-17IKB 81DM00JLRK черный,343453,Lenovo,8,2,intel core i7-8550u,64,1800,4,amd radeon 530 4gb,35,8,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-330-17ikb-81dm00jlrk-chernyi-100106155/?c=750000000
4874,notebooks,100106506,MSI Prestige 14 A10SC-085KZ белый,617163,MSI,0,0,intel core i5 10210u,76,1600,4,nvidia geforce gtx 1650 4gb,68,6,LPDDR3,true,512,https://kaspi.kz/shop/p/msi-prestige-14-a10sc-085kz-belyi-100106506/?c=750000000
4881,notebooks,1307162,HP ProBook 450 G6 5PP73EA серебристый,339900,HP,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-probook-450-g6-5pp73ea-serebristyi-1307162/?c=750000000
4931,notebooks,1307313,HP Europe 15-DB1090UR 7SE91EA черный,247900,HP,10,0,amd ryzen 3 3200u,68,2600,2,amd radeon 530,35,4,DDR4,true,1128,https://kaspi.kz/shop/p/hp-europe-15-db1090ur-7se91ea-chernyi-1307313/?c=750000000
4955,notebooks,100024950,DELL Vostro 5568 210-AIXN_1 серый,305490,DELL,0,0,intel core i5 7200u,65,2500,2,nvidia geforce 940mx + intel hd graphics 620,40,4,DDR4,false,1000,https://kaspi.kz/shop/p/dell-vostro-5568-210-aixn-1-seryi-100024950/?c=750000000
4958,notebooks,100061436,DELL Inspiron 3584-6419 210-ARKI черный,243500,DELL,0,0,intel core i3 7020u,59,2300,2,amd radeon 520,37,4,DDR4,false,1000,https://kaspi.kz/shop/p/dell-inspiron-3584-6419-210-arki-chernyi-100061436/?c=750000000
4995,notebooks,100102619,Lenovo ThinkPad T590 20N40035RT черный,387270,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-thinkpad-t590-20n40035rt-chernyi-100102619/?c=750000000
4997,notebooks,100116502,HP OMEN 15-dc1058ur черный,520900,HP,0,0,intel core i7 9750h,93,2600,6,nvidia geforce gtx 1650 4gb,68,8,DDR4,true,256,https://kaspi.kz/shop/p/hp-omen-15-dc1058ur-chernyi-100116502/?c=750000000
5015,notebooks,100172005,Lenovo ThinkPad T490 20N2006SRT черный,564790,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,6,DDR4,true,512,https://kaspi.kz/shop/p/lenovo-thinkpad-t490-20n2006srt-chernyi-100172005/?c=750000000
5018,notebooks,100052054,HP 15-da0324ur черный,226900,HP,10,1,intel core i3 7020u,59,2300,2,nvidia geforce mx 110,41,4,DDR4,false,1000,https://kaspi.kz/shop/p/hp-15-da0324ur-chernyi-100052054/?c=750000000
5037,notebooks,1306496,ASUS FX505GM 90NR0131-M03040 черный,554500,ASUS,10,1,intel core i5 8300h,77,2300,4,nvidia geforce gtx 1060 + intel hd graphics 630,63,6,DDR4,false,1000,https://kaspi.kz/shop/p/asus-fx505gm-90nr0131-m03040-chernyi-1306496/?c=750000000
5041,notebooks,1306716,DELL XPS 13 9365-5485 черный,579900,DELL,0,0,intel core i5 8200y,65,1300,2,intel hd graphics 615,19,8,DDR3,true,256,https://kaspi.kz/shop/p/dell-xps-13-9365-5485-chernyi-1306716/?c=750000000
5047,notebooks,100073181,Lenovo Ideapad L340 81LK00K1RK черный,326900,Lenovo,0,0,intel core i5 9300h,68,2400,4,intel uhd graphics 630 + nvidia geforce gtx 1650,68,4,DDR4,true,1128,https://kaspi.kz/shop/p/lenovo-ideapad-l340-81lk00k1rk-chernyi-100073181/?c=750000000
5090,notebooks,1306091,Lenovo IdeaPad 330 81DE01CPRK черный,263320,Lenovo,8,1,intel core i5 8250u,60,1600,4,nvidia geforce mx150 + intel hd graphics 630,47,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-330-81de01cprk-chernyi-1306091/?c=750000000
5115,notebooks,1307577,Xiaomi Mi Gaming JYU4143CN черный,699900,Xiaomi,0,0,intel core i5 8300h,77,,,nvidia geforce gtx 1050 ti,54,,,false,512,https://kaspi.kz/shop/p/xiaomi-mi-gaming-jyu4143cn-chernyi-1307577/?c=750000000
5123,notebooks,100058432,Dream Machines G1650-15KZ40 черный,329970,Dream Machines,8,0,intel core i5 9300h,68,2400,4,nvidia geforce gtx 1650 + intel hd graphics 630,68,8,DDR4,true,480,https://kaspi.kz/shop/p/dream-machines-g1650-15kz40-chernyi-100058432/?c=750000000
5130,notebooks,100023245,HP Europe EliteBook 830 G6 6XE17EA#ACB серый-серебристый,743016,HP,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,6,DDR4,true,512,https://kaspi.kz/shop/p/hp-europe-elitebook-830-g6-6xe17ea-acb-seryi-serebristyi-100023245/?c=750000000
5135,notebooks,100154501,HP Spectre x360 13-ap0020ur 5SY23EA темно-серый,604900,HP,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,DDR4,false,512,https://kaspi.kz/shop/p/hp-spectre-x360-13-ap0020ur-5sy23ea-temno-seryi-100154501/?c=750000000
5138,notebooks,100041730,HP Pavilion 14-dh0018ur/14 серебристый,373900,HP,0,0,intel core i5 8265u,66,,,intel uhd graphics 620 + nvidia geforce mx130,42,8,DDR4,true,256,https://kaspi.kz/shop/p/hp-pavilion-14-dh0018ur-14-serebristyi-100041730/?c=750000000
5178,notebooks,1307348,Acer Swift 3 SF314-54 NX.GXZER.022 серебристый,279290,Acer,10,6,intel core i3 8130u,59,2200,2,intel uhd graphics 620,20,8,,true,512,https://kaspi.kz/shop/p/acer-swift-3-sf314-54-nx-gxzer-022-serebristyi-1307348/?c=750000000
5201,notebooks,100065962,ASUS Zenbook Flip UX362FA 90NB0JC2-M06170 Черный,459900,ASUS,10,1,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,LPDDR3,true,512,https://kaspi.kz/shop/p/asus-zenbook-flip-ux362fa-90nb0jc2-m06170-chernyi-100065962/?c=750000000
5214,notebooks,1304700,HP Probook 450 G5 2RS16EA серебристый,313900,HP,0,0,intel core i3 7100u,60,2400,2,intel hd graphics 620,20,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-probook-450-g5-2rs16ea-serebristyi-1304700/?c=750000000
5231,notebooks,100102684,Lenovo V130-15IKB 81HN00FFUA серый,199689,Lenovo,10,1,intel core i3 7020u,59,2300,2,intel hd graphics 620,20,4,DDR4,false,500,https://kaspi.kz/shop/p/lenovo-v130-15ikb-81hn00ffua-seryi-100102684/?c=750000000
5248,notebooks,100195454,DELL Inspiron 5491-5565 серый-черный,413500,DELL,0,0,intel core i5 10210u,76,1600,4,intel uhd graphics,15,8,DDR4,true,512,https://kaspi.kz/shop/p/dell-inspiron-5491-5565-seryi-chernyi-100195454/?c=750000000
5252,notebooks,100195642,DELL Inspiron 5593-8694 серебристый,234900,DELL,0,0,intel core i3 1005g1,72,1200,2,intel uhd graphics,15,4,DDR4,true,256,https://kaspi.kz/shop/p/dell-inspiron-5593-8694-serebristyi-100195642/?c=750000000
5253,notebooks,100195646,DELL Inspiron 5593-1926 серебристый,253700,DELL,0,0,intel core i3 1005g1,72,1200,2,intel uhd graphics,15,4,DDR4,true,256,https://kaspi.kz/shop/p/dell-inspiron-5593-1926-serebristyi-100195646/?c=750000000
5281,notebooks,100179006,Lenovo ThinkBook S-13-IML 20RR0031RU серебристый,436900,Lenovo,0,0,intel core i7 10510u,78,1800,4,intel uhd graphics,15,8,DDR4,true,512,https://kaspi.kz/shop/p/lenovo-thinkbook-s-13-iml-20rr0031ru-serebristyi-100179006/?c=750000000
5333,notebooks,1306980,Acer Aspire 3 A315-53G NX.H9JER.003 черный,199900,Acer,10,6,intel core i3 7020u,59,2300,2,nvidia geforce mx130 + intel uhd graphics 620,42,4,DDR4,false,1000,https://kaspi.kz/shop/p/acer-aspire-3-a315-53g-nx-h9jer-003-chernyi-1306980/?c=750000000
5344,notebooks,100074415,HP Pavilion x360 14-dh003ur 6PS36EA черный,349900,HP,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/hp-pavilion-x360-14-dh003ur-6ps36ea-chernyi-100074415/?c=750000000
5387,notebooks,1306462,Lenovo Ideapad 330 81FK00CXRK серый,439900,Lenovo,0,0,intel core i7 8750h,85,2200,6,nvidia geforce gtx 1050 + intel hd graphics 630,54,6,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-330-81fk00cxrk-seryi-1306462/?c=750000000
5461,notebooks,1304987,Acer ASPIRE E5-575G NX.GTZER.033 черный,185400,Acer,0,0,core i3 6006u,58,2000,2,nvidia geforce 940mx + intel hd graphics 520,40,4,DDR4,false,500,https://kaspi.kz/shop/p/acer-aspire-e5-575g-nx-gtzer-033-chernyi-1304987/?c=750000000
5511,notebooks,1307245,HP Pavilion Gaming 15-dk0031ur 7QD22EA черный,403900,HP,0,0,intel core i5 9300h,68,2400,4,intel uhd graphics 630 + nvidia geforce gtx 1050,54,8,DDR4,true,512,https://kaspi.kz/shop/p/hp-pavilion-gaming-15-dk0031ur-7qd22ea-chernyi-1307245/?c=750000000
5542,notebooks,100114396,HP ENVY 13-aq0010ur 7RZ33EA золотистый,567900,HP,0,0,intel core i5 8265u,66,1600,4,nvidia geforce mx250 2gb,49,4,DDR4,true,512,https://kaspi.kz/shop/p/hp-envy-13-aq0010ur-7rz33ea-zolotistyi-100114396/?c=750000000
5566,notebooks,1306666,HP Probook 450 G5 3QM72EA серебристый,319900,HP,0,0,intel core i3 8130u,59,2200,2,intel uhd graphics 620,20,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-probook-450-g5-3qm72ea-serebristyi-1306666/?c=750000000
5589,notebooks,1307425,Lenovo ThinkPad X390 20Q0000QRT черный,626900,Lenovo,0,0,intel core i5 8265u,66,1800,4,intel uhd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-thinkpad-x390-20q0000qrt-chernyi-1307425/?c=750000000
5591,notebooks,100002164,Lenovo ThinkPad L590 20Q7001ART черный,577685,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,6,DDR4,true,512,https://kaspi.kz/shop/p/lenovo-thinkpad-l590-20q7001art-chernyi-100002164/?c=750000000
5609,notebooks,100178994,Lenovo ThinkBook 14-IML 20SL002TRU серый,245000,Lenovo,0,0,intel core i3 1005g1,72,1200,2,intel uhd graphics,15,4,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-thinkbook-14-iml-20sl002tru-seryi-100178994/?c=750000000
5660,notebooks,100135994,DELL Inspiron G7-7790 7790-2053 черный,549900,DELL,0,0,intel core i5 9300h,68,2400,4,nvidia geforce gtx 1660 ti 6gb,76,8,DDR4,true,512,https://kaspi.kz/shop/p/dell-inspiron-g7-7790-7790-2053-chernyi-100135994/?c=750000000
5675,notebooks,100002188,Lenovo ThinkPad T490 20N2004BRT черный,694790,Lenovo,10,1,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,6,DDR4,true,1024,https://kaspi.kz/shop/p/lenovo-thinkpad-t490-20n2004brt-chernyi-100002188/?c=750000000
5677,notebooks,1307385,DELL Inspiron 3573 210-ANWD_2 серебристый,155890,DELL,0,0,intel celeron n4000,22,1100,2,intel uhd graphics 600,18,4,DDR4,false,500,https://kaspi.kz/shop/p/dell-inspiron-3573-210-anwd-2-serebristyi-1307385/?c=750000000
